iter	RMSE
176	0.03594331924
177	0.03565193288
178	0.03559747529
179	0.03555044035
180	0.03541983909
181	0.03508926853
182	0.03503699245
183	0.03475708169
184	0.03461750864
185	0.03448199436
186	0.03437712825
187	0.03425043649
188	0.03406027297
189	0.03398253293
190	0.03393259712
191	0.03388285977
192	0.03372638241
193	0.03353296053
194	0.03348914007
195	0.03339321012
196	0.03327528637
197	0.03314521573
198	0.03301543682
199	0.03286300857
200	0.03264127123
201	0.03246934547
202	0.03242425446
203	0.03225184352
204	0.03219862607
205	0.03205395746
206	0.03201584047
207	0.03185296867
208	0.03181378818
209	0.03177605611
210	0.03173586258
211	0.03168672219
212	0.03165158308
213	0.03154003848
214	0.03134297652
215	0.03126518725
216	0.03123145282
217	0.03102264498
218	0.03093080463
219	0.03086369757
220	0.03083198339
221	0.03070858844
222	0.03056577289
223	0.03042723678
224	0.03031608199
225	0.03016746859
226	0.0299707154
227	0.02977312217
228	0.02974365081
229	0.02965254202
230	0.02962187917
231	0.02954217029
232	0.02951466623
233	0.02940275738
234	0.02932758106
235	0.02924039426
236	0.02912084281
237	0.02897229149
238	0.02887120623
239	0.02874286928
240	0.02864109019
241	0.02849781812
242	0.02847096518
243	0.02830502965
244	0.02813402204
245	0.02810441283
246	0.02802646954
247	0.02793980461
248	0.02769434626
249	0.0275796714
250	0.02750350727
251	0.02741968475
252	0.02736282554
253	0.02726552827
254	0.02723336244
255	0.02717308724
256	0.02701795655
257	0.02690273156
258	0.02683551802
259	0.02677261601
260	0.02669308606
261	0.02662202888
262	0.02651229458
263	0.02644681436
264	0.02620415519
265	0.02609643611
266	0.0257640085
267	0.02570679262
268	0.02566064328
269	0.02558580824
270	0.0254819879
271	0.02541122082
272	0.02536237391
273	0.0252663501
274	0.02519420687
275	0.02508934079
276	0.02503681127
277	0.02474861668
278	0.02453607782
279	0.02443503118
280	0.02412756593
281	0.02402881167
282	0.02396213139
283	0.02366479921
284	0.02361293382
285	0.02332452007
286	0.02327509355
287	0.023227127
288	0.02317901689
289	0.02311824824
290	0.02303962907
291	0.02276695002
292	0.02250136694
293	0.02224268582
294	0.02221538883
295	0.02196342865
296	0.02194172469
297	0.02169630721
298	0.02162457111
299	0.02138194525
300	0.02114572688
301	0.02091940741
302	0.02089228533
303	0.0208407825
304	0.0207988657
305	0.02078207691
306	0.02074174446
307	0.02071610232
308	0.02067273059
309	0.02063590706
310	0.02051481743
311	0.02031387914
312	0.02028933174
313	0.02021684657
314	0.02000654693
315	0.01999111325
316	0.01992497457
317	0.01986047024
318	0.01978407382
319	0.01972160243
320	0.01966866729
321	0.01965434408
322	0.01957253534
323	0.01955067007
324	0.01952917322
325	0.01945764435
326	0.01941151421
327	0.01939820993
328	0.01936613662
329	0.01928626244
330	0.01920755965
331	0.01908173083
332	0.01906159129
333	0.01904179224
334	0.01899309835
335	0.01892557238
336	0.01886140534
337	0.01883038733
338	0.0187735266
339	0.01874276651
340	0.01867643932
341	0.01863848882
342	0.01859231474
343	0.01855239478
344	0.01852227753
345	0.01848881103
346	0.01847083371
347	0.01841293059
348	0.01835770745
349	0.01834660199
350	0.01828229459
351	0.01822915992
352	0.01817709081
353	0.01810146009
354	0.01808081738
355	0.01803842327
356	0.01797581919
357	0.01793475728
358	0.01778860272
359	0.01773778682
360	0.01772784532
361	0.01770853098
362	0.01757278225
363	0.0175229342
364	0.01751352008
365	0.01748989053
366	0.01744157681
367	0.01730298084
368	0.01725600723
369	0.01720710326
370	0.01705354726
371	0.0170313306
372	0.01696451095
373	0.01692013025
374	0.01679237678
375	0.01674803872
376	0.01670482569
377	0.01663778004
378	0.01659589035
379	0.0165760713
380	0.01645218622
381	0.01641115245
382	0.01639233149
383	0.01636526972
384	0.01628250332
385	0.01627280912
386	0.01615440039
387	0.01614530232
388	0.01605824218
389	0.0159716447
390	0.01588211623
391	0.01574595497
392	0.01570579225
393	0.01564581435
394	0.01558899817
395	0.01556923754
396	0.015441315
397	0.01538737759
398	0.01534936239
399	0.01523763336
400	0.01520268734
401	0.01508129502
402	0.01495196298
403	0.0149438519
404	0.01481990418
405	0.01470838826
406	0.01458347397
407	0.01454955027
408	0.01447231865
409	0.01439246982
410	0.01431759219
411	0.01419705195
412	0.01412013978
413	0.01408922023
414	0.01405639142
415	0.01398133029
416	0.01386479
417	0.01379145586
418	0.01369823258
419	0.01360264057
420	0.01358112317
421	0.01347181376
422	0.01340433909
423	0.01329150701
424	0.01319460185
425	0.01310886617
426	0.01302456025
427	0.01295147545
428	0.01287962012
429	0.01279844889
430	0.0127350223
431	0.01265064415
432	0.01255850887
433	0.01247991091
434	0.01240385219
435	0.01232905325
436	0.01225549118
437	0.01215975188
438	0.01210168649
439	0.01202908913
440	0.01194405133
441	0.01187440067
442	0.01183319625
443	0.01175763711
444	0.0116760009
445	0.01161549559
446	0.01154351803
447	0.01147036701
448	0.01143165579
449	0.0113685127
450	0.01129779837
451	0.01122837457
452	0.01115953144
453	0.01106689779
454	0.01099504339
455	0.01092901313
456	0.010868796
457	0.01082632689
458	0.01078919074
459	0.01072376145
460	0.01067494639
461	0.01060795049
462	0.01054510764
463	0.01047950695
464	0.01043246903
465	0.01037900125
466	0.01032640108
467	0.01024888811
468	0.01015909548
469	0.01009950471
470	0.01006613888
471	0.01003340059
472	0.01000064872
473	0.009967544007
474	0.009924766572
475	0.009863309906
476	0.009813489842
477	0.009756905214
478	0.009715179434
479	0.00966010703
480	0.009619550253
481	0.009581965746
482	0.009528689261
483	0.009497142414
484	0.009466057498
485	0.00943542677
486	0.009380408713
487	0.009300959644
488	0.009270943884
489	0.009241363457
490	0.009196638855
491	0.009167815241
492	0.009133743449
493	0.009097299557
494	0.009060836366
495	0.009017810373
496	0.008989989124
497	0.008939712423
498	0.008904973608
499	0.008863476954
500	0.008811924087
501	0.008771201896
502	0.008745080316
503	0.008719341892
504	0.008659156688
505	0.00862677773
506	0.008569704106
507	0.008545099459
508	0.008513880676
509	0.008483188991
510	0.008447984654
511	0.008409103195
512	0.008363829408
513	0.008326819808
514	0.008280201611
515	0.008243904134
516	0.008210350758
517	0.008187708845
518	0.00816540145
519	0.008136230344
520	0.00810771311
521	0.00807462821
522	0.008053154581
523	0.008001217953
524	0.007969633698
525	0.007916270709
526	0.007889676319
527	0.007861408004
528	0.007827133582
529	0.007795171232
530	0.007769514857
531	0.007729834614
532	0.007710184894
533	0.007664206965
534	0.007645009475
535	0.00761320498
536	0.007584393867
537	0.007560333811
538	0.007536688838
539	0.00749272212
540	0.007463252837
541	0.007436217273
542	0.007396514812
543	0.007346232069
544	0.00732018231
545	0.007281385807
546	0.007252041628
547	0.00721701381
548	0.007189742878
549	0.007149063825
550	0.007121649435
551	0.007087568927
552	0.007059610141
553	0.007014624706
554	0.006994029129
555	0.00696630218
556	0.006933882889
557	0.006893257218
558	0.00686677117
559	0.006846423468
560	0.006814303505
561	0.006774168915
562	0.006739404595
563	0.006719856244
564	0.00669888689
565	0.006679920575
566	0.006644829754
567	0.006614421582
568	0.006589052202
569	0.006564203386
570	0.006545636692
571	0.006518572647
572	0.006492661386
573	0.006463867849
574	0.006445861877
575	0.006401297033
576	0.006366992896
577	0.006350543306
578	0.006336740921
579	0.006314154945
580	0.006290326251
581	0.006263353028
582	0.006249973828
583	0.006233268557
584	0.006211089236
585	0.006179451326
586	0.006160458659
587	0.006144322782
588	0.006123100206
589	0.006097918769
590	0.006081375214
591	0.006056973714
592	0.00601761483
593	0.006005242285
594	0.005974468313
595	0.005944861513
596	0.005932914486
597	0.005899871728
598	0.005882883685
599	0.005850431283
600	0.005828855817
601	0.005800003103
602	0.005779826962
603	0.005746130854
604	0.005718818668
605	0.005698184699
606	0.005672423125
607	0.005652684244
608	0.005630590549
609	0.005608990137
610	0.005582008563
611	0.005569336803
612	0.005547914735
613	0.005518494662
614	0.005499355552
615	0.005473094697
616	0.005463059786
617	0.00544664068
618	0.005426315748
619	0.005400979644
620	0.005382564582
621	0.005366640394
622	0.005349937574
623	0.005326794391
624	0.005311626477
625	0.005291694642
626	0.005275471779
627	0.005256190668
628	0.005241118137
629	0.005225798755
630	0.005214617336
631	0.00518912985
632	0.0051740629
633	0.005165155759
634	0.00514794807
635	0.005135357815
636	0.005126782259
637	0.00511517442
638	0.005098814582
639	0.005085463623
640	0.005075257803
641	0.005055769473
642	0.005036446652
643	0.005026347081
644	0.005000874674
645	0.004983879976
646	0.004967224247
647	0.004954093915
648	0.004931390697
649	0.00492177041
650	0.004901626642
651	0.004885085114
652	0.00487578119
653	0.004860727362
654	0.004839737881
655	0.004828054958
656	0.004805962846
657	0.004790365402
658	0.004769075458
659	0.004750207612
660	0.004735754726
661	0.004713527329
662	0.004695928742
663	0.004681780875
664	0.004667940981
665	0.004650392948
666	0.004637673348
667	0.004619733151
668	0.004611272666
669	0.004593334684
670	0.004576251627
671	0.004565832292
672	0.004549225988
673	0.004528518934
674	0.004518465192
675	0.004504719681
676	0.004494957445
677	0.004483704557
678	0.004465104129
679	0.004454438002
680	0.004438785921
681	0.004419099984
682	0.004398387853
683	0.004388769522
684	0.00437930483
685	0.004360678895
686	0.004340891111
687	0.004322968653
688	0.004305398029
689	0.004286691222
690	0.00426826878
691	0.004252910349
692	0.004238605531
693	0.004231253427
694	0.004216422627
695	0.004198056932
696	0.004184366495
697	0.004178077204
698	0.004169132537
699	0.004160330397
700	0.00415152058
701	0.004139675713
702	0.004126346651
703	0.004117817185
704	0.004103917089
705	0.004089797954
706	0.004080350799
707	0.004067402438
708	0.00405432758
709	0.004042780192
710	0.004029267017
711	0.004020446889
712	0.004004731826
713	0.003995677922
714	0.003984276922
715	0.003973040383
716	0.003964864289
717	0.003951631907
718	0.003942271664
719	0.003929882438
720	0.003913357543
721	0.003901222403
722	0.003884475433
723	0.003871753089
724	0.003858860202
725	0.003846923582
726	0.003835183707
727	0.003823313769
728	0.003813143274
729	0.003802677719
730	0.00378965647
731	0.003777022648
732	0.003764339186
733	0.003748287398
734	0.003738006117
735	0.003728316395
736	0.00371867108
737	0.003713122026
738	0.003703140555
739	0.003690978147
740	0.003680594774
741	0.003670226013
742	0.003660189502
743	0.003650454419
744	0.003639171612
745	0.003629962736
746	0.003612945749
747	0.003602813725
748	0.003590544673
749	0.003581565005
750	0.003576111439
751	0.003564406979
752	0.003552170891
753	0.003543107017
754	0.003528995636
755	0.003516407733
756	0.003506827911
757	0.00349317281
758	0.003482555639
759	0.003468554961
760	0.003462428568
761	0.003456243317
762	0.003451280947
763	0.003440027445
764	0.00343521295
765	0.003429490865
766	0.003421763412
767	0.003411443332
768	0.003402572753
769	0.003392419824
770	0.0033877148
771	0.003377742626
772	0.003368600961
773	0.003358883725
774	0.003345821822
775	0.003332452699
776	0.003322293325
777	0.003317713602
778	0.003309637724
779	0.003302967684
780	0.003296410413
781	0.003283240527
782	0.00327486916
783	0.003264557999
784	0.00325812752
785	0.003247177237
786	0.003240859254
787	0.003231371264
788	0.003225157664
789	0.003214455797
790	0.003204579772
791	0.003193354302
792	0.00318732694
793	0.003173810775
794	0.003167775826
795	0.003151908809
796	0.003147682575
797	0.003143530997
798	0.003121881445
799	0.003117825819
800	0.003108141458
801	0.003099515899
802	0.003080912445
803	0.003071891931
804	0.003060554813
805	0.003048090093
806	0.003030332408
807	0.003021797044
808	0.003004589732
809	0.003000536097
810	0.002991784844
811	0.002983203259
812	0.002973997433
813	0.00296553839
814	0.002961508085
815	0.002954032628
816	0.002945642388
817	0.002936646385
818	0.002931267002
819	0.002926036022
820	0.002917290325
821	0.002908453404
822	0.002899425767
823	0.002888029713
824	0.002880508692
825	0.002868825912
826	0.002863731557
827	0.002856380815
828	0.00284740614
829	0.002843690224
830	0.002832607624
831	0.002821742543
832	0.002814025957
833	0.002799822802
834	0.002796122421
835	0.002782327237
836	0.002766317367
837	0.002761626259
838	0.002751305588
839	0.002744511354
840	0.002734375664
841	0.002721602481
842	0.002716547336
843	0.002709295357
844	0.002705765881
845	0.002695895224
846	0.002691242303
847	0.002685433969
848	0.002675132898
849	0.002665441881
850	0.00265643599
851	0.002644247073
852	0.002639812823
853	0.00263113973
854	0.002626837514
855	0.002614567345
856	0.002605214279
857	0.002599299169
858	0.002590919955
859	0.002586757095
860	0.002582001815
861	0.002576638877
862	0.002567037554
863	0.002557912195
864	0.002548958726
865	0.002542941586
866	0.002538979759
867	0.002529736244
868	0.002520939285
869	0.002516097125
870	0.002507501736
871	0.002495936993
872	0.002484689433
873	0.002475816075
874	0.00246964929
875	0.002458648779
876	0.002454914006
877	0.002446567486
878	0.002440519648
879	0.002429810905
880	0.002426069689
881	0.002418803163
882	0.002414230121
883	0.002409784526
884	0.002405114094
885	0.002397111733
886	0.00238919449
887	0.002381358971
888	0.002376949466
889	0.002371051559
890	0.002363374461
891	0.002360919167
892	0.002352558712
893	0.002343824244
894	0.002335391784
895	0.002327952211
896	0.002325562627
897	0.002317909673
898	0.002311843708
899	0.002303852317
900	0.002301542736
901	0.002294155139
902	0.002290340548
903	0.002281366201
904	0.002277877542
905	0.002269321827
906	0.002261711793
907	0.002253594272
908	0.002246282813
909	0.002239204657
910	0.002231582936
911	0.002229447463
912	0.002222830971
913	0.002214882717
914	0.00220731752
915	0.002199336264
916	0.002193051726
917	0.002186251931
918	0.00218421025
919	0.002179336796
920	0.002171510684
921	0.002169507053
922	0.002167546627
923	0.002161215903
924	0.002153797987
925	0.002145853539
926	0.002137925211
927	0.002129249682
928	0.002122722705
929	0.00212004928
930	0.002118150751
931	0.002110574387
932	0.002105308605
933	0.002103459557
934	0.002096361223
935	0.002091802815
936	0.002089999211
937	0.002088234463
938	0.002083763572
939	0.002081606499
940	0.00207988687
941	0.002077807895
942	0.002070380419
943	0.002065130311
944	0.002058246094
945	0.002052990478
946	0.002046004522
947	0.002037587547
948	0.002035589398
949	0.002031452746
950	0.002026411062
951	0.00201849736
952	0.002014519723
953	0.002012855914
954	0.00200737657
955	0.002005746882
956	0.002004152621
957	0.002000261034
958	0.001998698143
959	0.001994882458
960	0.001993350299
961	0.001987668303
962	0.001983943704
963	0.001982435601
964	0.00197432304
965	0.001972837307
966	0.001969568357
967	0.001962304614
968	0.001960854818
969	0.001957217166
970	0.001955795733
971	0.001954405217
972	0.001951527262
973	0.001949320525
974	0.001943806041
975	0.001942460593
976	0.001937318309
977	0.001933479908
978	0.001932167181
979	0.001924338596
980	0.001916512077
981	0.001911086957
982	0.001909799903
983	0.001903254203
984	0.001901993497
985	0.001900760143
986	0.001898634487
987	0.001891980069
988	0.001886669103
989	0.001881999547
990	0.001876176855
991	0.001874971504
992	0.00186792304
993	0.00186156864
994	0.001856772661
995	0.001850643192
996	0.001845696692
997	0.001839099176
998	0.001831911838
999	0.001825742161
